incursion	1	the incursion of television into the American living room	n	eng-30-00049344-n
irruption	1	the recent irruption of bad manners	n	eng-30-00049636-n
entree	4	she made a graceful entree into the ballroom	n	eng-30-00049789-n
appearance	5	the rookie made a brief appearance in the first period	n	eng-30-00050195-n
apparition	4	natives were amazed at the apparition of this white stranger	n	eng-30-00050484-n
reappearance	2	his reappearance as Hamlet has been long awaited	n	eng-30-00050887-n
return	2	on his return from Australia we gave him a welcoming party	n	eng-30-00051192-n
penetration	3	the penetration of upper management by women	n	eng-30-00051525-n
landing	3	the plane made a smooth landing	n	eng-30-00052500-n
farewell	2	he disliked long farewells	n	eng-30-00053097-n
leave	3	he took his leave	n	eng-30-00053097-n
leave-taking	1	parting is such sweet sorrow	n	eng-30-00053097-n
withdrawal	3	the withdrawal of French troops from Vietnam	n	eng-30-00053913-n
retirement	3	the religious retreat is a form of vacation activity	n	eng-30-00054652-n
desertion	1	his abandonment of his wife and children left them penniless	n	eng-30-00055315-n
aliyah	2	students making aliyah	n	eng-30-00056551-n
pullback	2	the pullback is expected to be over 25,000 troops	n	eng-30-00056688-n
retreat	1	the disorderly retreat of French troops	n	eng-30-00056912-n
amphibious_landing	1	MacArthur staged a massive amphibious landing behind enemy lines	n	eng-30-00057748-n
escape	1	he made his escape from the mental hospital	n	eng-30-00058743-n
flight	4	the canary escaped from its cage	n	eng-30-00058743-n
break	16	the breakout was carefully planned	n	eng-30-00059989-n
getaway	2	the thieves made a clean getaway	n	eng-30-00060201-n
lam	1	after the expose he had to take it on the lam	n	eng-30-00060201-n
realization	6	the victory was the realization of a whole year's work	n	eng-30-00061917-n
attainment	1	the attainment of independence	n	eng-30-00062806-n
record	6	he tied the Olympic record	n	eng-30-00063014-n
track_record	1	the track record for the mile and a half at Belmont is 2 minutes 24 seconds held by Secretariat since 1973	n	eng-30-00063310-n
success	2	his success in the marathon was unexpected	n	eng-30-00063652-n
winning	1	winning is not everything	n	eng-30-00064018-n
sleeper	9	that movie was the sleeper of the summer	n	eng-30-00064370-n
hit	3	that song was his first hit and marked the beginning of his career	n	eng-30-00064504-n
smash	5	that new Broadway show is a real smasher	n	eng-30-00064504-n
smasher	3	the party went with a bang	n	eng-30-00064504-n
bell_ringer	3	the new advertising campaign was a bell ringer	n	eng-30-00064789-n
bull's_eye	3	scored a bull's eye	n	eng-30-00064789-n
mark	15	hit the mark	n	eng-30-00064789-n
home_run	2	the president's speech was a home run	n	eng-30-00064789-n
conquest	2	the conquest of space	n	eng-30-00065216-n
flying_colors	1	they passed inspection with flying colors	n	eng-30-00065418-n
passing	7	his future depended on his passing that test	n	eng-30-00065575-n
pass	16	he got a pass in introductory chemistry	n	eng-30-00065575-n
failure	5	he resented my failure to return his call	n	eng-30-00066397-n
failure	1	his failure to pass the test	n	eng-30-00066636-n
failing	2	his failing the course led to his disqualification	n	eng-30-00066901-n
flunk	1	he got two flunks on his report	n	eng-30-00066901-n
naught	2	all my efforts led to naught	n	eng-30-00067153-n
cut	20	he was punished for taking too many cuts in his math class	n	eng-30-00067254-n
default	1	he lost the game by default	n	eng-30-00067397-n
loss	3	everyone expected him to win so his loss was a shock	n	eng-30-00067526-n
capitulation	3	they were protected until the capitulation of the fort	n	eng-30-00067707-n
overturn	2	the biggest upset since David beat Goliath	n	eng-30-00068170-n
mistake	1	he made a bad mistake	n	eng-30-00070965-n
error	1	she was quick to point out my errors	n	eng-30-00070965-n
fault	1	I could understand his English in spite of his grammatical faults	n	eng-30-00070965-n
bobble	1	the second baseman made a bobble but still had time to throw the runner out	n	eng-30-00071864-n
blot	2	he made a huge blot on his copybook	n	eng-30-00072261-n
confusion	5	he changed his name in order to avoid confusion with the notorious outlaw	n	eng-30-00072473-n
rounding	1	the error in the calculation was attributable to rounding	n	eng-30-00073177-n
rounding_error	1	taxes are rounded off to the nearest dollar but the rounding error is surprisingly small	n	eng-30-00073177-n
bull	4	he made a bad bull of the assignment	n	eng-30-00075790-n
clanger	1	he dropped a clanger	n	eng-30-00076393-n
trip	7	he recited the whole poem without a single trip	n	eng-30-00076563-n
trip-up	1	he arranged his robes to avoid a trip-up later	n	eng-30-00076563-n
stumble	2	confusion caused his unfortunate misstep	n	eng-30-00076563-n
spill	4	he had a nasty spill on the ice	n	eng-30-00076884-n
acquisition	1	the acquisition of wealth	n	eng-30-00077419-n
catching	3	catching cold is sometimes unavoidable	n	eng-30-00077981-n
contracting	1	the contracting of a serious illness can be financially catastrophic	n	eng-30-00077981-n
incurring	1	incurring debts is easier than paying them	n	eng-30-00078217-n
annexation	2	the French annexation of Madagascar as a colony in 1896	n	eng-30-00078536-n
pork-barreling	1	keeps his hold on his constituents through unashamed pork-barreling	n	eng-30-00078821-n
purchase	1	they closed the purchase with a handshake	n	eng-30-00079018-n
buying	1	buying and selling fill their days	n	eng-30-00081572-n
purchasing	1	shrewd purchasing requires considerable knowledge	n	eng-30-00081572-n
shopping	1	went shopping for a reliable plumber	n	eng-30-00081836-n
marketing	3	does the weekly marketing at the supermarket	n	eng-30-00082081-n
acceptance	7	her acceptance of the gift encouraged him	n	eng-30-00082525-n
assumption	3	his assumption of office coincided with the trouble in Cuba	n	eng-30-00082870-n
laying_claim	1	the Nazi assumption of power in 1934	n	eng-30-00082870-n
assumption	7	your assumption that I would agree was unwarranted	n	eng-30-00083260-n
procurement	1	he was responsible for the procurement of materials and supplies	n	eng-30-00083729-n
appropriation	3	the necessary funds were obtained by the government's appropriation of the company's operating unit	n	eng-30-00083975-n
borrowing	1	the borrowing of ancient motifs was very apparent	n	eng-30-00084371-n
naturalization	4	the naturalization in English of many Italian words	n	eng-30-00084642-n
misappropriation	2	his explanation was a misappropriation of sociological theory	n	eng-30-00084895-n
preemption	4	the preemption of bandwidth by commercial interests	n	eng-30-00085041-n
usurpation	2	a succession of generals who ruled by usurpation	n	eng-30-00085432-n
distress	4	Originally distress was a landlord's remedy against a tenant for unpaid rents or property damage but now the landlord is given a landlord's lien	n	eng-30-00085829-n
occupation	4	occupation of a building without a certificate of occupancy is illegal	n	eng-30-00086809-n
award	1	he criticized the awarding of compensation by the court	n	eng-30-00087663-n
addiction	3	under Roman law addiction was the justification for slavery	n	eng-30-00087849-n
block_grant	1	block grants reduce federal responsibility for social welfare	n	eng-30-00088154-n
apprehension	4	the policeman on the beat got credit for the collar	n	eng-30-00088725-n
restitution	3	upon the restitution of the book to its rightful owner the child was given a tongue lashing	n	eng-30-00089351-n
clawback	1	the Treasury will find some clawback for the extra benefits members received	n	eng-30-00089657-n
appointment	6	she allocated part of the trust to her church by appointment	n	eng-30-00090393-n
comb-out	2	the department got a good comb-out	n	eng-30-00090610-n
giving	3	the alumni followed a program of annual giving	n	eng-30-00090779-n
bootlegging	1	the Prohibition amendment made bootlegging profitable	n	eng-30-00092663-n
bootlegging	2	the bootlegging of videotapes is common in Asia	n	eng-30-00092847-n
rescue	1	work is the deliverance of mankind	n	eng-30-00093483-n
deliverance	1	a surgeon's job is the saving of lives	n	eng-30-00093483-n
lifesaving	1	he took a course in lifesaving	n	eng-30-00093874-n
indulgence	5	in the Middle Ages the unrestricted sale of indulgences by pardoners became a widespread abuse	n	eng-30-00094500-n
reparation	4	how can I make amends	n	eng-30-00095329-n
reclamation	2	the reclamation of delinquent children	n	eng-30-00095971-n
salvation	4	the salvation of his party was the president's major concern	n	eng-30-00096513-n
performance	3	they criticised his performance as mayor	n	eng-30-00097504-n
execution	2	experience generally improves performance	n	eng-30-00097504-n
mechanism	2	a mechanism of social control	n	eng-30-00098385-n
mechanics	2	mechanisms of communication	n	eng-30-00098385-n
service	15	that restaurant has excellent service	n	eng-30-00098625-n
dramatic_production	1	the group joined together in a dramatic production	n	eng-30-00099267-n
rendition	4	her rendition of Milton's verse was extraordinarily moving	n	eng-30-00100543-n
spin	5	the campaign put a favorable spin on the story	n	eng-30-00101003-n
bowing	2	the violinist's bowing was excellent	n	eng-30-00101410-n
stopping	2	the violinist's stopping was excellent	n	eng-30-00101809-n
automation	1	automation replaces human workers by machines	n	eng-30-00102457-n
drive	1	after reaching the desired velocity the drive is cut off	n	eng-30-00103834-n
firewall	1	he moved the throttle to the firewall	n	eng-30-00104088-n
impulse	5	the impulse knocked him over	n	eng-30-00104249-n
throw	1	the catcher made a good throw to second base	n	eng-30-00104539-n
heave	6	he gave it a mighty heave	n	eng-30-00105271-n
heaving	4	he was not good at heaving passes	n	eng-30-00105271-n
pass	15	the pass was fumbled	n	eng-30-00105820-n
pitch	10	his pitch fell short and his hat landed on the floor	n	eng-30-00106104-n
shy	1	he gave the ball a shy to the first baseman	n	eng-30-00106888-n
ball	12	he threw nine straight balls before the manager yanked him	n	eng-30-00107400-n
fastball	1	he swung late on the fastball	n	eng-30-00108181-n
heater	2	he showed batters nothing but smoke	n	eng-30-00108181-n
strike	5	this pitcher throws more strikes than balls	n	eng-30-00109414-n
basketball_shot	1	his shot hit the rim and bounced out	n	eng-30-00110057-n
push	1	he gave the door a hard push	n	eng-30-00112312-n
pushing	1	the pushing is good exercise	n	eng-30-00112312-n
depression	10	depression of the space bar on the typewriter	n	eng-30-00112674-n
click	4	a click on the right button for example	n	eng-30-00112828-n
press	9	he gave the button a press	n	eng-30-00113113-n
pressure	3	he used pressure to stop the bleeding	n	eng-30-00113113-n
pressing	1	at the pressing of a button	n	eng-30-00113113-n
impression	9	he watched the impression of the seal on the hot wax	n	eng-30-00113532-n
shove	1	he gave the door a shove	n	eng-30-00113726-n
bundling	3	she complained about bundling the children off to school	n	eng-30-00113954-n
elbowing	1	elbowing is a foul in basketball	n	eng-30-00114298-n
pull	1	the pull up the hill had him breathing harder	n	eng-30-00114431-n
pulling	1	his strenuous pulling strained his back	n	eng-30-00114431-n
drag	6	the drag up the hill exhausted him	n	eng-30-00114871-n
draw	9	the haul up the hill went very slowly	n	eng-30-00115036-n
tow	1	the truck gave him a tow to the garage	n	eng-30-00115292-n
traction	2	his leg was in traction for several days	n	eng-30-00116122-n
lift	12	he responded with a lift of his eyebrow	n	eng-30-00116376-n
raise	4	fireman learn several different raises for getting ladders up	n	eng-30-00116376-n
belching	1	the belching of smoke from factory chimneys	n	eng-30-00117810-n
jump	6	he advanced in a series of jumps	n	eng-30-00119568-n
jumping	2	the jumping was unexpected	n	eng-30-00119568-n
header	7	he took a header into the shrubbery	n	eng-30-00119893-n
jumping_up_and_down	1	the wailing and jumping up and down exhausted him	n	eng-30-00120647-n
centering	2	the quarterback fumbled the snap	n	eng-30-00120943-n
forwarding	1	the forwarding of mail to a new address is done automatically	n	eng-30-00121645-n
mailing	2	the postmark indicates the time of mailing	n	eng-30-00122338-n
shooting	1	his shooting was slow but accurate	n	eng-30-00122661-n
shoot	2	they hold a shoot every weekend during the summer	n	eng-30-00122954-n
gun	7	two runners started before the gun	n	eng-30-00123430-n
gunfire	1	the gunfire endangered innocent bystanders	n	eng-30-00123783-n
gunshot	1	they retreated in the face of withering enemy fire	n	eng-30-00123783-n
contact	2	her fingers came in contact with the light switch	n	eng-30-00124880-n
rub	2	he gave the hood a quick rub	n	eng-30-00125126-n
hit	2	repeated hitting raised a large bruise	n	eng-30-00125629-n
hitting	1	after three misses she finally got a hit	n	eng-30-00125629-n
contusion	2	the bruise resulted from a contusion	n	eng-30-00126100-n
crash	4	his crash through the window	n	eng-30-00126236-n
smash	4	the fullback's smash into the defensive line	n	eng-30-00126236-n
golfing	1	he goes south every winter for the golfing	n	eng-30-00127021-n
base_on_balls	1	he worked the pitcher for a base on balls	n	eng-30-00127286-n
best	1	they did their best	n	eng-30-00127531-n
worst	3	it was the worst he had ever done on a test	n	eng-30-00127672-n
out	1	you only get 3 outs per inning	n	eng-30-00129527-n
force_out	1	the shortstop got the runner at second on a force	n	eng-30-00129743-n
putout	1	the first baseman made 15 putouts	n	eng-30-00130093-n
liner	1	the batter hit a liner to the shortstop	n	eng-30-00131608-n
double	1	he hit a double to deep centerfield	n	eng-30-00132756-n
clip	6	he gave me a clip on the ear	n	eng-30-00133234-n
knock	5	he gave the table a whack	n	eng-30-00133338-n
whip	5	the whip raised a red welt	n	eng-30-00134574-n
punch	1	I gave him a clout on his nose	n	eng-30-00134780-n
box	10	I gave him a good box on the ear	n	eng-30-00135148-n
dig	5	she gave me a sharp dig in the ribs	n	eng-30-00135311-n
kick	1	he gave the ball a powerful kick	n	eng-30-00136329-n
boot	7	the team's kicking was excellent	n	eng-30-00136329-n
punt	3	the punt traveled 50 yards	n	eng-30-00136984-n
punting	1	punting is an important part of the game	n	eng-30-00136984-n
kiss	4	there was a brief kiss of their hands in passing	n	eng-30-00138078-n
laying_on	1	peonies can be blighted by the laying on of a finger	n	eng-30-00138441-n
catch	9	Mays made the catch with his back to the plate	n	eng-30-00138956-n
grab	2	he made a grab for the ball before it landed	n	eng-30-00138956-n
snatch	5	Martin's snatch at the bridle failed and the horse raced away	n	eng-30-00138956-n
snap	1	the infielder's snap and throw was a single motion	n	eng-30-00138956-n
reception	5	the tight end made a great reception on the 20 yard line	n	eng-30-00139919-n
mesh	5	an interlocking of arms by the police held the crowd in check	n	eng-30-00140393-n
audit	2	he made an audit of all the plants on his property	n	eng-30-00141176-n
check	6	they made a check of their equipment	n	eng-30-00141806-n
checkout	1	the pilot ran through the check-out procedure	n	eng-30-00141806-n
spot_check	1	spot checks ensure a high level of performance by employees	n	eng-30-00142140-n
comparison	1	they made a comparison of noise levels	n	eng-30-00142665-n
comparing	1	the fractions selected for comparison must require pupils to consider both numerator and denominator	n	eng-30-00142665-n
fine-tooth_comb	2	he went over the contract with a fine-tooth comb looking for loopholes	n	eng-30-00143057-n
once-over	1	I gave him the once-over	n	eng-30-00143626-n
caress	1	he showered her with caresses	n	eng-30-00144778-n
joining	1	the joining of hands around the table	n	eng-30-00145218-n
connection	9	there was a connection via the internet	n	eng-30-00145218-n
hit	7	WordNet gets many hits from users worldwide	n	eng-30-00145779-n
merging	1	the merging of the two groups occurred quickly	n	eng-30-00146856-n
meeting	5	there was no meeting of minds	n	eng-30-00146856-n
tightening	1	the tightening of economic controls	n	eng-30-00148057-n
untying	1	the tying of bow ties is an art; the untying is easy	n	eng-30-00149262-n
lick	2	the dog's laps were warm and wet	n	eng-30-00150591-n
tracing	3	the tracing of genealogies	n	eng-30-00150932-n
determination	1	the determination of molecular structures	n	eng-30-00151497-n
documentation	3	his documentation of the results was excellent	n	eng-30-00154433-n
support	5	the strongest support for this view is the work of Jones	n	eng-30-00154433-n
localization	1	he got a good fix on the target	n	eng-30-00155487-n
compulsion	3	though pressed into rugby under compulsion I began to enjoy the game	n	eng-30-00156812-n
coercion	2	they didn't have to use coercion	n	eng-30-00156812-n
cross-pollination	2	the cross-pollination of the arts	n	eng-30-00157318-n
exposure	2	she denounced the exposure of children to pornography	n	eng-30-00157463-n
overexposure	2	an overexposure to violence on television	n	eng-30-00157687-n
impingement	1	they resented the impingement of American values on European culture	n	eng-30-00157957-n
manipulation	1	his manipulation of his friends was scandalous	n	eng-30-00158185-n
mind_game	2	football players try to play mind games with the opposition	n	eng-30-00158443-n
inducement	2	inducement of sleep	n	eng-30-00159177-n
corruption	6	he was held on charges of corruption and racketeering	n	eng-30-00159396-n
enticement	3	his enticements were shameless	n	eng-30-00159620-n
ingratiation	1	she refused to use insinuation in order to gain favor	n	eng-30-00160073-n
sexual_conquest	1	calling his seduction of the girl a `score' was a typical example of male slang	n	eng-30-00160688-n
choice	2	your choice of colors was unfortunate	n	eng-30-00161243-n
selection	1	you can take your pick	n	eng-30-00161243-n
lucky_dip	2	their system of hiring people seemed to be a sort of lucky dip	n	eng-30-00162236-n
decision	1	the burden of decision was his	n	eng-30-00162632-n
determination	5	he drew his conclusions quickly	n	eng-30-00162632-n
volition	2	followed my father of my own volition	n	eng-30-00163047-n
intention	3	my intention changed once I saw her	n	eng-30-00163233-n
about-face	2	an about-face on foreign policy	n	eng-30-00163406-n
appointment	1	the appointment had to be approved by the whole committee	n	eng-30-00163779-n
nomination	1	the Republican nomination for Governor	n	eng-30-00164152-n
assignment	3	the first task is the assignment of an address to each datum	n	eng-30-00164345-n
call	12	he was ejected for protesting the call	n	eng-30-00164801-n
ordination	3	the rabbi's family was present for his ordination	n	eng-30-00165298-n
recognition	8	he was unable to make his motion because he couldn't get recognition by the chairman	n	eng-30-00165563-n
move	1	he didn't make a move to help	n	eng-30-00165942-n
exchange	11	the endgame began after the exchange of queens	n	eng-30-00167063-n
exchange	10	black lost the exchange	n	eng-30-00167278-n
move	2	they say that three moves equal one fire	n	eng-30-00168658-n
flit	2	they did a moonlight flit	n	eng-30-00168911-n
bank	10	the plane went into a steep bank	n	eng-30-00169305-n
device	3	he would stoop to any device to win a point	n	eng-30-00171249-n
gimmick	3	it was a great sales gimmick	n	eng-30-00171249-n
twist	3	a cheap promotions gimmick for greedy businessmen	n	eng-30-00171249-n
trick	1	he played a trick on me	n	eng-30-00171618-n
fast_one	1	he pulled a fast one and got away with it	n	eng-30-00171618-n
shtik	4	how did you ever fall for a shtik like that?	n	eng-30-00171882-n
footwork	2	she needs some fancy footwork to cover all those lies	n	eng-30-00172347-n
means	1	a means of control	n	eng-30-00172710-n
agency	5	an example is the best agency of instruction	n	eng-30-00172710-n
way	2	the true way to success	n	eng-30-00172710-n
escape	5	hard work was his escape from worry	n	eng-30-00173283-n
fast_track	1	they saw independence as the fast track to democracy	n	eng-30-00173487-n
instrument	2	my greed was the instrument of my destruction	n	eng-30-00173761-n
tool	2	science has given us new tools to fight disease	n	eng-30-00173761-n
road	2	the road to fame	n	eng-30-00174003-n
royal_road	1	the royal road to success	n	eng-30-00174127-n
stepping_stone	2	the job was just a stepping stone on his way to fame and riches	n	eng-30-00174260-n
measure	1	the situation called for strong measures	n	eng-30-00174412-n
step	1	the police took steps to reduce crime	n	eng-30-00174412-n
leveraged_buyout	1	a leveraged buyout by upper management can be used to combat hostile takeover bids	n	eng-30-00175174-n
safe_harbor	1	the acquisition gave the company a safe harbor	n	eng-30-00176766-n
backstop	3	he acted as a backstop in case anything went wrong	n	eng-30-00177638-n
double-blind_procedure	1	a double-blind procedure is used to guard against both experimenter bias and placebo effects	n	eng-30-00178177-n
crutch	2	he uses drugs as a psychological crutch	n	eng-30-00178700-n
pis_aller	1	`pis aller' is French for `worst going'	n	eng-30-00178972-n
desperate_measure	1	he had to resort to desperate measures	n	eng-30-00179125-n
salvation	2	tourism was their economic salvation	n	eng-30-00179380-n
tooth	4	the treaty had no teeth in it	n	eng-30-00179576-n
voice	5	the voice of the law	n	eng-30-00179683-n
wings	1	necessity lends wings to inspiration	n	eng-30-00179916-n
resolution	11	he always wrote down his New Year's resolutions	n	eng-30-00180228-n
adoption	1	its adoption by society	n	eng-30-00180413-n
acceptance	2	the proposal found wide acceptance	n	eng-30-00180413-n
embrace	3	his willing embrace of new ideas	n	eng-30-00180770-n
bosom	4	in the bosom of the family	n	eng-30-00180770-n
election	2	her election of medicine as a profession	n	eng-30-00180962-n
reelection	1	he did not run for reelection	n	eng-30-00181373-n
election	1	the results of the election will be announced tonight	n	eng-30-00181781-n
vote	2	they put the question to a vote	n	eng-30-00182213-n
closed_primary	1	closed primaries strengthen party unity	n	eng-30-00182897-n
vote	1	there were only 17 votes in favor of the motion	n	eng-30-00183505-n
ballot	2	they allowed just one vote per person	n	eng-30-00183505-n
reconciliation	2	the reconciliation of his checkbook and the bank statement	n	eng-30-00185104-n
score	10	the winning score came with less than a minute left to play	n	eng-30-00186634-n
bull's_eye	1	in repeated sets of five shots his numbers of bull's-eyes varied	n	eng-30-00187144-n
goal	4	the winning goal came with less than a minute left to play	n	eng-30-00187337-n
own_goal	1	the own goal cost them the game	n	eng-30-00187499-n
strike	4	he finished with three strikes in the tenth frame	n	eng-30-00187710-n
open_frame	1	the break in the eighth frame cost him the match	n	eng-30-00188007-n
run	1	the Yankees scored 3 runs in the bottom of the 9th	n	eng-30-00189565-n
tally	1	their first tally came in the 3rd inning	n	eng-30-00189565-n
run_batted_in	1	he had more than 100 rbi last season	n	eng-30-00190180-n
solution	5	the solution took three hours	n	eng-30-00190783-n
change	3	the change of government had no impact on the economy	n	eng-30-00191142-n
economy	4	it was a small economy to walk to work every day	n	eng-30-00192613-n
saving	1	there was a saving of 50 cents	n	eng-30-00192613-n
domestication	3	her explorer husband resisted all her attempts at domestication	n	eng-30-00194257-n
decimalization	1	the decimalization of British currency	n	eng-30-00194414-n
variation	2	any variation in his routine was immediately reported	n	eng-30-00194969-n
variation	11	who is responsible for these variations in taxation?	n	eng-30-00195194-n
turning	2	the law took many turnings over the years	n	eng-30-00195415-n
diversification	1	my broker recommended a greater diversification of my investments	n	eng-30-00195569-n
variegation	2	he limited his losses by diversification of his product line	n	eng-30-00195569-n
flux	8	his opinions are in flux	n	eng-30-00195938-n
switch	7	his switch on abortion cost him the election	n	eng-30-00196084-n
substitution	2	he sent Smith in for Jones but the substitution came too late to help	n	eng-30-00196485-n
replacement	1	replacing the star will not be easy	n	eng-30-00197772-n
preferment	1	the preferment went to the younger candidate	n	eng-30-00198631-n
distraction	4	conjurers are experts at misdirection	n	eng-30-00200041-n
qualification	2	his new position involves a qualification of his party's platform	n	eng-30-00200563-n
reorganization	2	after the takeover there was a thorough reorganization	n	eng-30-00200768-n
transfer	3	the transfer of the music from record to tape suppressed much of the background noise	n	eng-30-00201671-n
prohibition	5	they were restrained by a prohibition in their charter	n	eng-30-00201923-n
inhibition	4	a medical inhibition of alcoholic beverages	n	eng-30-00201923-n
forbiddance	2	he ignored his parents' forbiddance	n	eng-30-00201923-n
resistance	1	he encountered a general feeling of resistance from many citizens	n	eng-30-00202284-n
opposition	1	despite opposition from the newspapers he went ahead	n	eng-30-00202284-n
reaction	7	his style of painting was a reaction against cubism	n	eng-30-00202816-n
backlash	2	there was a backlash of intolerance	n	eng-30-00203020-n
rejection	1	his proposals were met with rejection	n	eng-30-00203342-n
aversion	2	averting her gaze meant that she was angry	n	eng-30-00204022-n
escape	4	that was a narrow escape	n	eng-30-00204199-n
nonacceptance	1	the turndown was polite but very firm	n	eng-30-00205349-n
ejection	2	the ejection of troublemakers by the police	n	eng-30-00206927-n
exclusion	4	the child's expulsion from school	n	eng-30-00206927-n
exile	3	men in exile dream of hope	n	eng-30-00207761-n
deportation	1	his deportation to a penal colony	n	eng-30-00207761-n
expatriation	1	the expatriation of wealthy farmers	n	eng-30-00207761-n
transportation	6	the sentence was one of transportation for life	n	eng-30-00207761-n
relegation	3	he has been relegated to a post in Siberia	n	eng-30-00208521-n
termination	5	the termination of the agreement	n	eng-30-00209943-n
finish	9	his best finish in a major tournament was third	n	eng-30-00210518-n
finishing	2	the speaker's finishing was greeted with applause	n	eng-30-00210518-n
follow-through	1	I appreciated his follow-through on his promise	n	eng-30-00211593-n
follow-through	2	his follow-through was straight down the line toward the target	n	eng-30-00211776-n
hibernation	3	he emerged from his hibernation to make his first appearance in several years	n	eng-30-00212377-n
handover	1	the handover of occupied territory	n	eng-30-00213186-n
exemption	3	he was granted immunity from prosecution	n	eng-30-00213903-n
fix	4	collusion resulted in tax fixes for gamblers	n	eng-30-00214148-n
sovereign_immunity	1	the doctrine of sovereign immunity originated with the maxim that the king can do no wrong	n	eng-30-00214526-n
splitsville	1	after 15 years together they are headed for splitsville	n	eng-30-00215534-n
purge	3	he died in a purge by Stalin	n	eng-30-00216834-n
kill	2	the pilot reported two kills during the mission	n	eng-30-00217593-n
death	8	he had two deaths on his conscience	n	eng-30-00219575-n
bloodshed	1	he avenged the bloodshed of his kinsmen	n	eng-30-00221178-n
suicide	1	it is a crime to commit suicide	n	eng-30-00222485-n
self-destruction	2	his insistence was pure self-destruction	n	eng-30-00222766-n
bloodbath	1	a bloodbath took place when the leaders of the plot surrendered	n	eng-30-00224260-n
bloodletting	2	ten days after the bloodletting Hitler gave the action its name	n	eng-30-00224260-n
bloodshed	2	the valley is no stranger to bloodshed and murder	n	eng-30-00224260-n
battue	2	a huge prison battue was ordered	n	eng-30-00224260-n
shooting	2	when the shooting stopped there were three dead bodies	n	eng-30-00225150-n
choking	2	no evidence that the choking was done by the accused	n	eng-30-00225786-n
squeeze	8	getting through that small opening was a tight squeeze	n	eng-30-00226319-n
heave	4	a bad case of the heaves	n	eng-30-00226951-n
strangulation	3	strangulation of the intestine	n	eng-30-00227264-n
abolition	1	the abolition of capital punishment	n	eng-30-00228283-n
